id,name,unit_name,playable,rarity,rarity_name,race,role,cost,hp,atk,defense,atk_speed,atk_range,move_speed,crit,crit_dmg,mp,mp_regen,max_level,skills,passives
130001,Skeleton Warrior,Skeleton Warrior,False,B,Rare,-,-,1,0,0,0,100,1,10,0,15000,0,20,0,,
920101,Slime,Slime,False,B,Rare,-,-,1,10800,1850,1200,100,1,5,0,15000,0,20,50,Death Splitting,
810211,Slime King,Slime King,False,B,Rare,-,-,1,15500,3250,1000,100,1,5,0,15000,0,20,50,Shockwave,Split; Slime Will
920203,Spiny Mouse,Spiny Mouse,False,B,Rare,-,-,1,7200,2770,800,35,4,5,0,15000,0,20,50,Group Spike,
130402,Starstreak,Priest Apprentice,True,B,Rare,Human Race,Warrior,1,1500,100,50,50,4,10,0,15000,100,40,200,Heal; Exclusive passive; Exclusive passive; Exclusive Passive; career enhancement; career enhancement; career enhancement; career enhancement; career enhancement,
8302041,Tentacle,Tentacle,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,,
8302042,Tentacle,Tentacle,False,B,Rare,-,-,1,144000,2900,300,100,1,0,0,15000,0,20,50,,
8102011,The Split Slime King,The Split Slime King,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Shockwave,
8102012,The Split Slime King,The Split Slime King,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Shockwave,
8102013,The Split Slime King,The Split Slime King,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Shockwave,
8102014,The Split Slime King,The Split Slime King,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Shockwave,
110001,Tidehunter,Tidehunter,False,B,Rare,-,-,1,0,0,0,100,4,10,0,15000,0,20,0,,
820211,Two-Headed Dog,Two-Headed Dog,False,B,Rare,-,-,1,15000,3250,1000,100,1,5,0,15000,0,20,50,Hellfire,Scorched Earth Edict
830202,Venomous Catfish King,Venomous Catfish King,False,B,Rare,-,-,1,21000,3800,1000,100,4,5,0,15000,0,20,50,Bubble Shot,Venom
120003,Viper Guard,Viper Guard,False,B,Rare,-,-,1,0,0,0,100,6,0,0,15000,0,20,0,,
110101,Aeron,Apprentice Knight,True,C,Great,-,Summon,1,675,24,31,100,1,10,0,15000,100,20,20,Apprentice Knight Rune,
930102,Alchemist,Alchemist,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
910307,Ammonite Beast,Ammonite Beast,False,C,Great,-,-,1,2400,1340,800,30,4,5,0,15000,0,20,50,Charged Blast,
910106,Bigmouth Man-eating Flower,Bigmouth Man-eating Flower,False,C,Great,-,-,1,2400,1340,800,38,8,5,0,15000,0,20,50,Silent Kiss,
930101,Blacksmith,Blacksmith,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
120101,Borg the Split Axe,Apprentice Warrior,True,C,Great,-,Mage,1,563,38,19,100,1,10,0,15000,100,20,20,Apprentice Warrior Rune,
910201,Cactus,Cactus,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Rebound,
910302,Catfish Monster,Catfish Monster,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Mud Armor,
910103,Charging Boar,Charging Boar,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Charge,
930103,Collector,Collector,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
910301,Crab Monster,Crab Monster,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Counterstrike,
910206,Desert Flower,Desert Flower,False,C,Great,-,-,1,2400,1340,800,28,4,5,0,15000,0,20,50,Nectar Inspiration,
910205,Desert Worm,Desert Worm,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Underground Strike,
910107,Double-headed Flower,Double-headed Flower,False,C,Great,-,-,1,2400,1340,800,37,4,5,0,15000,0,20,50,Twin Core Barrage; Focused ATK,
930105,Explorer,Explorer,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
930108,Gardener,Gardener,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
910102,Goblin Archer,Goblin Archer,False,C,Great,-,-,1,2400,1340,800,40,4,5,0,15000,0,20,50,Rapid-fire Bow,
910202,Goblin Warrior,Goblin Warrior,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Stun ATK,
910208,Hardshell Rhinoceros Beetle,Hardshell Rhinoceros Beetle,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Iron Steel Shell,
910305,Hermit Crab,Hermit Crab,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Shell Rebirth,
910304,Illusion Seahorse,Illusion Seahorse,False,C,Great,-,-,1,2400,1340,800,32,4,5,0,15000,0,20,50,Water Gun Blast,
910115,Lantern Tree,Lantern Tree,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Thick Bark,
910118,Leaf Fox,Leaf Fox,False,C,Great,-,-,1,2400,1340,800,36,4,5,0,15000,0,20,50,Emerald Leaf Offering,
140101,Lina Wind Shadow,Archer,True,C,Great,-,Archer,1,506,41,17,110,4,10,0,15000,100,20,20,Archer Rune,
9101011,Little Slime,Little Slime,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,,
910116,Man-eating Flower,Man-eating Flower,False,C,Great,-,-,1,2400,1340,800,38,8,5,0,15000,0,20,50,Silent Kiss,
190102,Melee Treant,Melee Treant,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,,
930106,Merchant,Merchant,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
910303,Mist Octopus,Mist Octopus,False,C,Great,-,-,1,2400,1340,800,33,8,5,0,15000,0,20,50,Blind,
910101,Mutated Slime,Mutated Slime,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Death Splitting,
910108,Nightshade Charm Fox,Nightshade Charm Fox,False,C,Great,-,-,1,2400,1340,800,36,4,5,0,15000,0,20,50,Emerald Leaf Offering,
910313,Octopus Monster,Octopus Monster,False,C,Great,-,-,1,2400,1340,800,33,8,5,0,15000,0,20,50,Blind,
910204,Poison Bug,Poison Bug,False,C,Great,-,-,1,2400,1340,800,34,4,5,0,15000,0,20,50,Poison Bullet,
930107,Rainbow Creature,Rainbow Creature,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
190103,Ranged Treant,Ranged Treant,False,C,Great,-,-,1,2400,1340,800,40,4,5,0,15000,0,20,50,,
910218,Rhinoceros Beetle,Rhinoceros Beetle,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Iron Steel Shell,
910113,Running Pig,Running Pig,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Charge,
910207,Scorpion Monster,Scorpion Monster,False,C,Great,-,-,1,2400,1340,800,27,4,5,0,15000,0,20,50,Weakening Sting,
910306,Sea Anemone Monster,Sea Anemone Monster,False,C,Great,-,-,1,2400,1340,800,31,4,5,0,15000,0,20,50,Bloodsucking Tentacle,
910314,Seahorse,Seahorse,False,C,Great,-,-,1,2400,1340,800,32,4,5,0,15000,0,20,50,Water Gun Blast,
910318,Seaweed Monster,Seaweed Monster,False,C,Great,-,-,1,2400,1340,800,29,4,5,0,15000,0,20,50,Seaweed Tangle,
910104,Seed Flower,Seed Flower,False,C,Great,-,-,1,2400,1340,800,39,4,5,0,15000,0,20,50,Parasite Bullet,
910308,Shrinkshell Seaweed,Shrinkshell Seaweed,False,C,Great,-,-,1,2400,1340,800,29,4,5,0,15000,0,20,50,Seaweed Tangle,
910111,Slime,Slime,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Death Splitting,
910105,Spellbreaking Lantern Tree,Spellbreaking Lantern Tree,False,C,Great,-,-,1,3600,900,1200,100,1,5,0,15000,0,20,50,Thick Bark,
910203,Spiny Mouse,Spiny Mouse,False,C,Great,-,-,1,2400,1340,800,35,4,5,0,15000,0,20,50,Group Spike,
930104,Tycoon,Tycoon,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
930201,Wild Boar,Wild Boar,False,C,Great,-,-,1,18000,600,300,100,1,5,0,15000,0,20,50,,
130101,Zark Shadow Wing,Apprentice Assassin,True,C,Great,-,Assassin,1,450,45,15,90,1,10,0,15000,100,20,20,Apprentice Assassin Rune,
1302011,Little Spider,Little Spider,False,D,Common,-,-,1,1500,100,50,100,4,10,0,15000,100,20,20,,
1206031,Sword Demon,Sword Demon,False,D,Common,Demon Race,-,1,5400,360,180,100,1,10,0,15000,100,20,200,dmg increased,
